Freq.	V(wyjscie)
1.53277274191231e+003	(4.71723128863895e+001dB,1.33961190473945e+002°)
1.54343401944426e+003	(4.72850025566385e+001dB,1.33608747748839e+002°)
1.55416945202574e+003	(4.73974874218409e+001dB,1.33253471646849e+002°)
1.56497955544593e+003	(4.75097624663399e+001dB,1.32895344809722e+002°)
1.57586484908158e+003	(4.76218225727829e+001dB,1.32534350144823e+002°)
1.58682585592199e+003	(4.77336625211735e+001dB,1.32170470844012e+002°)
1.59786310259415e+003	(4.78452769879794e+001dB,1.31803690403097e+002°)
1.60897711938803e+003	(4.79566605452999e+001dB,1.31433992641878e+002°)
1.62016844028205e+003	(4.80678076600980e+001dB,1.31061361724771e+002°)
1.63143760296874e+003	(4.81787126935013e+001dB,1.30685782182025e+002°)
1.64278514888061e+003	(4.82893699001772e+001dB,1.30307238931519e+002°)
1.65421162321608e+003	(4.83997734277862e+001dB,1.29925717301157e+002°)
1.66571757496577e+003	(4.85099173165190e+001dB,1.29541203051832e+002°)
1.67730355693880e+003	(4.86197954987225e+001dB,1.29153682400982e+002°)
1.68897012578940e+003	(4.87294017986203e+001dB,1.28763142046712e+002°)
1.70071784204363e+003	(4.88387299321320e+001dB,1.28369569192490e+002°)
1.71254727012632e+003	(4.89477735067986e+001dB,1.27972951572395e+002°)
1.72445897838818e+003	(4.90565260218172e+001dB,1.27573277476918e+002°)
1.73645353913312e+003	(4.91649808681940e+001dB,1.27170535779295e+002°)
1.74853152864572e+003	(4.92731313290179e+001dB,1.26764715962365e+002°)
1.76069352721897e+003	(4.93809705798634e+001dB,1.26355808145933e+002°)
1.77294011918208e+003	(4.94884916893271e+001dB,1.25943803114613e+002°)
1.78527189292862e+003	(4.95956876197047e+001dB,1.25528692346152e+002°)
1.79768944094474e+003	(4.97025512278142e+001dB,1.25110468040179e+002°)
1.81019335983766e+003	(4.98090752659710e+001dB,1.24689123147386e+002°)
1.82278425036435e+003	(4.99152523831221e+001dB,1.24264651399093e+002°)
1.83546271746036e+003	(5.00210751261443e+001dB,1.23837047337174e+002°)
1.84822937026890e+003	(5.01265359413130e+001dB,1.23406306344312e+002°)
1.86108482217010e+003	(5.02316271759472e+001dB,1.22972424674539e+002°)
1.87402969081051e+003	(5.03363410802373e+001dB,1.22535399484035e+002°)
1.88706459813272e+003	(5.04406698092607e+001dB,1.22095228862136e+002°)
1.90019017040529e+003	(5.05446054251908e+001dB,1.21651911862507e+002°)
1.91340703825283e+003	(5.06481398997063e+001dB,1.21205448534441e+002°)
1.92671583668627e+003	(5.07512651166034e+001dB,1.20755839954218e+002°)
1.94011720513342e+003	(5.08539728746194e+001dB,1.20303088256494e+002°)
1.95361178746963e+003	(5.09562548904690e+001dB,1.19847196665639e+002°)
1.96720023204877e+003	(5.10581028021009e+001dB,1.19388169526983e+002°)
1.98088319173437e+003	(5.11595081721764e+001dB,1.18926012337905e+002°)
1.99466132393099e+003	(5.12604624917764e+001dB,1.18460731778686e+002°)
2.00853529061580e+003	(5.13609571843377e+001dB,1.17992335743085e+002°)
2.02250575837036e+003	(5.14609836098235e+001dB,1.17520833368536e+002°)
2.03657339841271e+003	(5.15605330691303e+001dB,1.17046235065924e+002°)
2.05073888662955e+003	(5.16595968087327e+001dB,1.16568552548832e+002°)
2.06500290360876e+003	(5.17581660255684e+001dB,1.16087798862213e+002°)
2.07936613467208e+003	(5.18562318721646e+001dB,1.15603988410378e+002°)
2.09382926990804e+003	(5.19537854620048e+001dB,1.15117136984236e+002°)
2.10839300420511e+003	(5.20508178751380e+001dB,1.14627261787685e+002°)
2.12305803728509e+003	(5.21473201640273e+001dB,1.14134381463090e+002°)
2.13782507373675e+003	(5.22432833596380e+001dB,1.13638516115725e+002°)
2.15269482304963e+003	(5.23386984777609e+001dB,1.13139687337125e+002°)
2.16766799964819e+003	(5.24335565255705e+001dB,1.12637918227230e+002°)
2.18274532292609e+003	(5.25278485084113e+001dB,1.12133233415242e+002°)
2.19792751728078e+003	(5.26215654368091e+001dB,1.11625659079093e+002°)
2.21321531214826e+003	(5.27146983337014e+001dB,1.11115222963445e+002°)
2.22860944203821e+003	(5.28072382418802e+001dB,1.10601954396110e+002°)
2.24411064656918e+003	(5.28991762316402e+001dB,1.10085884302816e+002°)
2.25971967050421e+003	(5.29905034086231e+001dB,1.09567045220208e+002°)
2.27543726378655e+003	(5.30812109218506e+001dB,1.09045471307014e+002°)
2.29126418157574e+003	(5.31712899719337e+001dB,1.08521198353268e+002°)
2.30720118428386e+003	(5.32607318194491e+001dB,1.07994263787514e+002°)
2.32324903761207e+003	(5.33495277934695e+001dB,1.07464706681908e+002°)
2.33940851258740e+003	(5.34376693002351e+001dB,1.06932567755126e+002°)
2.35568038559982e+003	(5.35251478319528e+001dB,1.06397889373005e+002°)
2.37206543843949e+003	(5.36119549757075e+001dB,1.05860715546853e+002°)
2.38856445833437e+003	(5.36980824224703e+001dB,1.05321091929340e+002°)
2.40517823798801e+003	(5.37835219761872e+001dB,1.04779065807917e+002°)
2.42190757561767e+003	(5.38682655629299e+001dB,1.04234686095699e+002°)
2.43875327499262e+003	(5.39523052400922e+001dB,1.03688003319759e+002°)
2.45571614547282e+003	(5.40356332056107e+001dB,1.03139069606785e+002°)
2.47279700204775e+003	(5.41182418071924e+001dB,1.02587938666058e+002°)
2.48999666537560e+003	(5.42001235515280e+001dB,1.02034665769716e+002°)
2.50731596182268e+003	(5.42812711134687e+001dB,1.01479307730280e+002°)
2.52475572350315e+003	(5.43616773451483e+001dB,1.00921922875420e+002°)
2.54231678831896e+003	(5.44413352850247e+001dB,1.00362571019948e+002°)
2.56000000000015e+003	(5.45202381668223e+001dB,9.98013134350403e+001°)
2.57780620814535e+003	(5.45983794283500e+001dB,9.92382128146982e+001°)
2.59573626826263e+003	(5.46757527201743e+001dB,9.86733332394462e+001°)
2.61379104181057e+003	(5.47523519141228e+001dB,9.81067401373117e+001°)
2.63197139623969e+003	(5.48281711115966e+001dB,9.75385002421068e+001°)
2.65027820503409e+003	(5.49032046516682e+001dB,9.69686815490601e+001°)
2.66871234775343e+003	(5.49774471189433e+001dB,9.63973532678495e+001°)
2.68727471007521e+003	(5.50508933511620e+001dB,9.58245857730991e+001°)
2.70596618383730e+003	(5.51235384465208e+001dB,9.52504505524097e+001°)
2.72478766708077e+003	(5.51953777706916e+001dB,9.46750201520051e+001°)
2.74374006409308e+003	(5.52664069635167e+001dB,9.40983681200842e+001°)
2.76282428545150e+003	(5.53366219453628e+001dB,9.35205689479756e+001°)
2.78204124806688e+003	(5.54060189231100e+001dB,9.29416980092056e+001°)
2.80139187522766e+003	(5.54745943957625e+001dB,9.23618314965923e+001°)
2.82087709664429e+003	(5.55423451596587e+001dB,9.17810463574926e+001°)
2.84049784849386e+003	(5.56092683132691e+001dB,9.11994202273312e+001°)
2.86025507346506e+003	(5.56753612615628e+001dB,9.06170313615528e+001°)
2.88014972080353e+003	(5.57406217199312e+001dB,9.00339585661408e+001°)
2.90018274635742e+003	(5.58050477176555e+001dB,8.94502811268562e+001°)
2.92035511262334e+003	(5.58686376009073e+001dB,8.88660787373509e+001°)
2.94066778879259e+003	(5.59313900352711e+001dB,8.82814314263206e+001°)
2.96112175079772e+003	(5.59933040077830e+001dB,8.76964194838595e+001°)
2.98171798135943e+003	(5.60543788284766e+001dB,8.71111233871897e+001°)
3.00245747003379e+003	(5.61146141314322e+001dB,8.65256237259352e+001°)
3.02334121325978e+003	(5.61740098753256e+001dB,8.59400011271154e+001°)
3.04437021440715e+003	(5.62325663434750e+001dB,8.53543361800329e+001°)
3.06554548382465e+003	(5.62902841433850e+001dB,8.47687093612333e+001°)
3.08686803888854e+003	(5.63471642057902e+001dB,8.41832009597094e+001°)
3.10833890405151e+003	(5.64032077832010e+001dB,8.35978910025268e+001°)
3.12995911089189e+003	(5.64584164479563e+001dB,8.30128591810429e+001°)
3.15172969816318e+003	(5.65127920897895e+001dB,8.24281847778881e+001°)
3.17365171184400e+003	(5.65663369129162e+001dB,8.18439465948778e+001°)
3.19572620518832e+003	(5.66190534326520e+001dB,8.12602228820160e+001°)
3.21795423877608e+003	(5.66709444715725e+001dB,8.06770912677497e+001°)
3.24033688056412e+003	(5.67220131552272e+001dB,8.00946286906265e+001°)
3.26287520593751e+003	(5.67722629074203e+001dB,7.95129113325013e+001°)
3.28557029776124e+003	(5.68216974450746e+001dB,7.89320145534336e+001°)
3.30842324643219e+003	(5.68703207726940e+001dB,7.83520128284065e+001°)
3.33143514993156e+003	(5.69181371764412e+001dB,7.77729796859955e+001°)
3.35460711387762e+003	(5.69651512178501e+001dB,7.71949876491018e+001°)
3.37794025157882e+003	(5.70113677271901e+001dB,7.66181081778619e+001°)
3.40143568408728e+003	(5.70567917965049e+001dB,7.60424116148323e+001°)
3.42509454025266e+003	(5.71014287723437e+001dB,7.54679671325417e+001°)
3.44891795677638e+003	(5.71452842482076e+001dB,7.48948426834935e+001°)
3.47290707826626e+003	(5.71883640567330e+001dB,7.43231049526900e+001°)
3.49706305729147e+003	(5.72306742616338e+001dB,7.37528193127453e+001°)
3.52138705443797e+003	(5.72722211494243e+001dB,7.31840497816370e+001°)
3.54588023836419e+003	(5.73130112209470e+001dB,7.26168589831449e+001°)
3.57054378585726e+003	(5.73530511827267e+001dB,7.20513081100109e+001°)
3.59537888188950e+003	(5.73923479381743e+001dB,7.14874568898445e+001°)
3.62038671967535e+003	(5.74309085786634e+001dB,7.09253635537944e+001°)
3.64556850072874e+003	(5.74687403745013e+001dB,7.03650848079896e+001°)
3.67092543492075e+003	(5.75058507658171e+001dB,6.98066758077524e+001°)
3.69645874053783e+003	(5.75422473533900e+001dB,6.92501901345730e+001°)
3.72216964434023e+003	(5.75779378894364e+001dB,6.86956797758263e+001°)
3.74805938162104e+003	(5.76129302683807e+001dB,6.81431951072091e+001°)
3.77412919626546e+003	(5.76472325176261e+001dB,6.75927848778604e+001°)
3.80038034081061e+003	(5.76808527883488e+001dB,6.70444961981283e+001°)
3.82681407650569e+003	(5.77137993463325e+001dB,6.64983745299349e+001°)
3.85343167337258e+003	(5.77460805628618e+001dB,6.59544636796865e+001°)
3.88023441026687e+003	(5.77777049056933e+001dB,6.54128057936711e+001°)
3.90722357493928e+003	(5.78086809301199e+001dB,6.48734413558772e+001°)
3.93440046409757e+003	(5.78390172701442e+001dB,6.43364091881676e+001°)
3.96176638346877e+003	(5.78687226297773e+001dB,6.38017464527320e+001°)
3.98932264786202e+003	(5.78978057744754e+001dB,6.32694886567424e+001°)
4.01707058123162e+003	(5.79262755227286e+001dB,6.27396696591304e+001°)
4.04501151674075e+003	(5.79541407378139e+001dB,6.22123216794021e+001°)
4.07314679682545e+003	(5.79814103197228e+001dB,6.16874753084032e+001°)
4.10147777325913e+003	(5.80080931972754e+001dB,6.11651595209475e+001°)
4.13000580721756e+003	(5.80341983204288e+001dB,6.06454016902168e+001°)
4.15873226934420e+003	(5.80597346527900e+001dB,6.01282276038407e+001°)
4.18765853981611e+003	(5.80847111643390e+001dB,5.96136614815647e+001°)
4.21678600841025e+003	(5.81091368243699e+001dB,5.91017259944118e+001°)
4.24611607457022e+003	(5.81330205946564e+001dB,5.85924422852462e+001°)
4.27565014747353e+003	(5.81563714228443e+001dB,5.80858299906444e+001°)
4.30538964609930e+003	(5.81791982360781e+001dB,5.75819072639825e+001°)
4.33533599929642e+003	(5.82015099348620e+001dB,5.70806907996466e+001°)
4.36549064585222e+003	(5.82233153871602e+001dB,5.65821958582778e+001°)
4.39585503456159e+003	(5.82446234227370e+001dB,5.60864362929599e+001°)
4.42643062429656e+003	(5.82654428277374e+001dB,5.55934245762649e+001°)
4.45721888407645e+003	(5.82857823395099e+001dB,5.51031718280690e+001°)
4.48822129313839e+003	(5.83056506416699e+001dB,5.46156878440556e+001°)
4.51943934100845e+003	(5.83250563594031e+001dB,5.41309811248248e+001°)
4.55087452757314e+003	(5.83440080550084e+001dB,5.36490589055293e+001°)
4.58252836315152e+003	(5.83625142236762e+001dB,5.31699271859605e+001°)
4.61440236856776e+003	(5.83805832895022e+001dB,5.26935907610117e+001°)
4.64649807522417e+003	(5.83982236017310e+001dB,5.22200532514460e+001°)
4.67881702517484e+003	(5.84154434312286e+001dB,5.17493171349011e+001°)
4.71136077119967e+003	(5.84322509671777e+001dB,5.12813837770664e+001°)
4.74413087687901e+003	(5.84486543139938e+001dB,5.08162534629681e+001°)
4.77712891666877e+003	(5.84646614884557e+001dB,5.03539254283047e+001°)
4.81035647597606e+003	(5.84802804170470e+001dB,4.98943978907750e+001°)
4.84381515123537e+003	(5.84955189335028e+001dB,4.94376680813451e+001°)
4.87750654998529e+003	(5.85103847765567e+001dB,4.89837322754049e+001°)
4.91143229094568e+003	(5.85248855878827e+001dB,4.85325858237647e+001°)
4.94559400409554e+003	(5.85390289102257e+001dB,4.80842231834490e+001°)
4.97999333075124e+003	(5.85528221857161e+001dB,4.76386379482439e+001°)
5.01463192364540e+003	(5.85662727543614e+001dB,4.71958228789607e+001°)
5.04951144700634e+003	(5.85793878527099e+001dB,4.67557699333782e+001°)
5.08463357663797e+003	(5.85921746126789e+001dB,4.63184702958309e+001°)
5.12000000000034e+003	(5.86046400605441e+001dB,4.58839144064117e+001°)
5.15561241629075e+003	(5.86167911160805e+001dB,4.54520919897618e+001°)
5.19147253652530e+003	(5.86286345918523e+001dB,4.50229920834207e+001°)
5.22758208362118e+003	(5.86401771926432e+001dB,4.45966030657135e+001°)
5.26394279247942e+003	(5.86514255150220e+001dB,4.41729126831549e+001°)
5.30055641006821e+003	(5.86623860470379e+001dB,4.37519080773502e+001°)
5.33742469550690e+003	(5.86730651680386e+001dB,4.33335758113775e+001°)
5.37454942015047e+003	(5.86834691486067e+001dB,4.29179018956355e+001°)
5.41193236767464e+003	(5.86936041506068e+001dB,4.25048718131447e+001°)
5.44957533416157e+003	(5.87034762273398e+001dB,4.20944705442923e+001°)
5.48748012818620e+003	(5.87130913237970e+001dB,4.16866825910094e+001°)
5.52564857090304e+003	(5.87224552770095e+001dB,4.12814920003751e+001°)
5.56408249613380e+003	(5.87315738164876e+001dB,4.08788823876411e+001°)
5.60278375045537e+003	(5.87404525647446e+001dB,4.04788369586732e+001°)
5.64175419328863e+003	(5.87490970378998e+001dB,4.00813385318052e+001°)
5.68099569698776e+003	(5.87575126463571e+001dB,3.96863695591056e+001°)
5.72051014693016e+003	(5.87657046955524e+001dB,3.92939121470562e+001°)
5.76029944160710e+003	(5.87736783867667e+001dB,3.89039480766430e+001°)
5.80036549271489e+003	(5.87814388180001e+001dB,3.85164588228618e+001°)
5.84071022524673e+003	(5.87889909849015e+001dB,3.81314255736421e+001°)
5.88133557758522e+003	(5.87963397817514e+001dB,3.77488292481922e+001°)
5.92224350159548e+003	(5.88034900024920e+001dB,3.73686505147707e+001°)
5.96343596271891e+003	(5.88104463418023e+001dB,3.69908698078907e+001°)
6.00491494006763e+003	(5.88172133962128e+001dB,3.66154673449613e+001°)
6.04668242651961e+003	(5.88237956652587e+001dB,3.62424231423759e+001°)
6.08874042881435e+003	(5.88301975526644e+001dB,3.58717170310521e+001°)
6.13109096764934e+003	(5.88364233675603e+001dB,3.55033286714327e+001°)
6.17373607777712e+003	(5.88424773257252e+001dB,3.51372375679575e+001°)
6.21667780810307e+003	(5.88483635508537e+001dB,3.47734230830122e+001°)
6.25991822178383e+003	(5.88540860758437e+001dB,3.44118644503660e+001°)
6.30345939632641e+003	(5.88596488441032e+001dB,3.40525407881064e+001°)
6.34730342368805e+003	(5.88650557108726e+001dB,3.36954311110825e+001°)
6.39145241037670e+003	(5.88703104445601e+001dB,3.33405143428652e+001°)
6.43590847755221e+003	(5.88754167280883e+001dB,3.29877693272363e+001°)
6.48067376112829e+003	(5.88803781602495e+001dB,3.26371748392162e+001°)
6.52575041187508e+003	(5.88851982570677e+001dB,3.22887095956418e+001°)
6.57114059552253e+003	(5.88898804531647e+001dB,3.19423522653041e+001°)
6.61684649286442e+003	(5.88944281031298e+001dB,3.15980814786582e+001°)
6.66287029986317e+003	(5.88988444828898e+001dB,3.12558758371147e+001°)
6.70921422775529e+003	(5.89031327910785e+001dB,3.09157139219250e+001°)
6.75588050315769e+003	(5.89072961504042e+001dB,3.05775743026706e+001°)
6.80287136817462e+003	(5.89113376090130e+001dB,3.02414355453680e+001°)
6.85018908050538e+003	(5.89152601418475e+001dB,2.99072762201985e+001°)
6.89783591355282e+003	(5.89190666519986e+001dB,2.95750749088768e+001°)
6.94581415653257e+003	(5.89227599720501e+001dB,2.92448102116646e+001°)
6.99412611458300e+003	(5.89263428654145e+001dB,2.89164607540448e+001°)
7.04277410887598e+003	(5.89298180276592e+001dB,2.85900051930623e+001°)
7.09176047672844e+003	(5.89331880878215e+001dB,2.82654222233447e+001°)
7.14108757171458e+003	(5.89364556097128e+001dB,2.79426905828124e+001°)
7.19075776377905e+003	(5.89396230932100e+001dB,2.76217890580865e+001°)
7.24077343935076e+003	(5.89426929755336e+001dB,2.73026964896076e+001°)
7.29113700145753e+003	(5.89456676325124e+001dB,2.69853917764716e+001°)
7.34185086984156e+003	(5.89485493798336e+001dB,2.66698538809950e+001°)
7.39291748107571e+003	(5.89513404742777e+001dB,2.63560618330172e+001°)
7.44433928868052e+003	(5.89540431149385e+001dB,2.60439947339496e+001°)
7.49611876324214e+003	(5.89566594444262e+001dB,2.57336317605810e+001°)
7.54825839253098e+003	(5.89591915500554e+001dB,2.54249521686467e+001°)
7.60076068162127e+003	(5.89616414650150e+001dB,2.51179352961712e+001°)
7.65362815301143e+003	(5.89640111695220e+001dB,2.48125605665924e+001°)
7.70686334674522e+003	(5.89663025919580e+001dB,2.45088074916749e+001°)
7.76046882053379e+003	(5.89685176099874e+001dB,2.42066556742215e+001°)
7.81444714987862e+003	(5.89706580516585e+001dB,2.39060848105897e+001°)
7.86880092819519e+003	(5.89727256964866e+001dB,2.36070746930209e+001°)
7.92353276693761e+003	(5.89747222765191e+001dB,2.33096052117903e+001°)
7.97864529572409e+003	(5.89766494773819e+001dB,2.30136563571838e+001°)
8.03414116246331e+003	(5.89785089393085e+001dB,2.27192082213093e+001°)
8.09002303348157e+003	(5.89803022581500e+001dB,2.24262409997492e+001°)
8.14629359365096e+003	(5.89820309863677e+001dB,2.21347349930604e+001°)
8.20295554651832e+003	(5.89836966340064e+001dB,2.18446706081279e+001°)
8.26001161443517e+003	(5.89853006696503e+001dB,2.15560283593797e+001°)
8.31746453868845e+003	(5.89868445213605e+001dB,2.12687888698664e+001°)
8.37531707963229e+003	(5.89883295775945e+001dB,2.09829328722133e+001°)
8.43357201682056e+003	(5.89897571881068e+001dB,2.06984412094504e+001°)
8.49223214914050e+003	(5.89911286648330e+001dB,2.04152948357244e+001°)
8.55130029494712e+003	(5.89924452827552e+001dB,2.01334748168998e+001°)
8.61077929219866e+003	(5.89937082807496e+001dB,1.98529623310523e+001°)
8.67067199859291e+003	(5.89949188624173e+001dB,1.95737386688611e+001°)
8.73098129170451e+003	(5.89960781968969e+001dB,1.92957852339037e+001°)
8.79171006912324e+003	(5.89971874196605e+001dB,1.90190835428580e+001°)
8.85286124859319e+003	(5.89982476332926e+001dB,1.87436152256165e+001°)
8.91443776815296e+003	(5.89992599082517e+001dB,1.84693620253164e+001°)
8.97644258627685e+003	(5.90002252836157e+001dB,1.81963057982901e+001°)
9.03887868201697e+003	(5.90011447678109e+001dB,1.79244285139395e+001°)
9.10174905514635e+003	(5.90020193393244e+001dB,1.76537122545388e+001°)
9.16505672630311e+003	(5.90028499474008e+001dB,1.73841392149684e+001°)
9.22880473713558e+003	(5.90036375127227e+001dB,1.71156917023843e+001°)
9.29299615044841e+003	(5.90043829280762e+001dB,1.68483521358259e+001°)
9.35763405034975e+003	(5.90050870590006e+001dB,1.65821030457657e+001°)
9.42272154239941e+003	(5.90057507444231e+001dB,1.63169270736045e+001°)
9.48826175375810e+003	(5.90063747972784e+001dB,1.60528069711137e+001°)
9.55425783333761e+003	(5.90069600051142e+001dB,1.57897255998292e+001°)
9.62071295195219e+003	(5.90075071306818e+001dB,1.55276659303991e+001°)
9.68763030247082e+003	(5.90080169125123e+001dB,1.52666110418874e+001°)
9.75501309997064e+003	(5.90084900654798e+001dB,1.50065441210372e+001°)
9.82286458189143e+003	(5.90089272813497e+001dB,1.47474484614949e+001°)
9.89118800819115e+003	(5.90093292293145e+001dB,1.44893074629990e+001°)
9.95998666150254e+003	(5.90096965565157e+001dB,1.42321046305341e+001°)
1.00292638472909e+004	(5.90100298885532e+001dB,1.39758235734541e+001°)
1.00990228940127e+004	(5.90103298299817e+001dB,1.37204480045752e+001°)
1.01692671532760e+004	(5.90105969647943e+001dB,1.34659617392419e+001°)
1.02400000000008e+004	(5.90108318568947e+001dB,1.32123486943671e+001°)
1.03112248325816e+004	(5.90110350505563e+001dB,1.29595928874479e+001°)
1.03829450730507e+004	(5.90112070708701e+001dB,1.27076784355606e+001°)
1.04551641672424e+004	(5.90113484241811e+001dB,1.24565895543340e+001°)
1.05278855849589e+004	(5.90114595985127e+001dB,1.22063105569047e+001°)
1.06011128201365e+004	(5.90115410639807e+001dB,1.19568258528554e+001°)
1.06748493910139e+004	(5.90115932731958e+001dB,1.17081199471366e+001°)
1.07490988403010e+004	(5.90116166616561e+001dB,1.14601774389749e+001°)
1.08238647353493e+004	(5.90116116481281e+001dB,1.12129830207677e+001°)
1.08991506683232e+004	(5.90115786350186e+001dB,1.09665214769668e+001°)
1.09749602563725e+004	(5.90115180087358e+001dB,1.07207776829506e+001°)
1.10512971418062e+004	(5.90114301400403e+001dB,1.04757366038879e+001°)
1.11281649922677e+004	(5.90113153843879e+001dB,1.02313832935930e+001°)
1.12055675009108e+004	(5.90111740822609e+001dB,9.98770289337402e+000°)
1.12835083865773e+004	(5.90110065594921e+001dB,9.74468063087444e+000°)
1.13619913939756e+004	(5.90108131275786e+001dB,9.50230181891028e+000°)
1.14410202938604e+004	(5.90105940839871e+001dB,9.26055185430234e+000°)
1.15205988832143e+004	(5.90103497124504e+001dB,9.01941621670553e+000°)
1.16007309854299e+004	(5.90100802832560e+001dB,8.77888046743532e+000°)
1.16814204504935e+004	(5.90097860535257e+001dB,8.53893024829246e+000°)
1.17626711551705e+004	(5.90094672674876e+001dB,8.29955128038687e+000°)
1.18444870031910e+004	(5.90091241567397e+001dB,8.06072936296085e+000°)
1.19268719254379e+004	(5.90087569405064e+001dB,7.82245037221300e+000°)
1.20098298801354e+004	(5.90083658258870e+001dB,7.58470026012282e+000°)
1.20933648530393e+004	(5.90079510080968e+001dB,7.34746505327702e+000°)
1.21774808576288e+004	(5.90075126707010e+001dB,7.11073085169800e+000°)
1.22621819352988e+004	(5.90070509858419e+001dB,6.87448382767490e+000°)
1.23474721555543e+004	(5.90065661144583e+001dB,6.63871022459798e+000°)
1.24333556162062e+004	(5.90060582064991e+001dB,6.40339635579657e+000°)
1.25198364435677e+004	(5.90055274011296e+001dB,6.16852860338126e+000°)
1.26069187926529e+004	(5.90049738269320e+001dB,5.93409341709052e+000°)
1.26946068473762e+004	(5.90043976020987e+001dB,5.70007731314236e+000°)
1.27829048207535e+004	(5.90037988346198e+001dB,5.46646687309142e+000°)
1.28718169551045e+004	(5.90031776224654e+001dB,5.23324874269162e+000°)
1.29613475222567e+004	(5.90025340537604e+001dB,5.00040963076495e+000°)
1.30515008237502e+004	(5.90018682069548e+001dB,4.76793630807652e+000°)
1.31422811910451e+004	(5.90011801509879e+001dB,4.53581560621648e+000°)
1.32336929857289e+004	(5.90004699454468e+001dB,4.30403441648865e+000°)
1.33257405997264e+004	(5.89997376407199e+001dB,4.07257968880642e+000°)
1.34184284555107e+004	(5.89989832781449e+001dB,3.84143843059625e+000°)
1.35117610063155e+004	(5.89982068901517e+001dB,3.61059770570853e+000°)
1.36057427363493e+004	(5.89974085004001e+001dB,3.38004463333669e+000°)
1.37003781610108e+004	(5.89965881239130e+001dB,3.14976638694407e+000°)
1.37956718271057e+004	(5.89957457672043e+001dB,2.91975019319930e+000°)
1.38916283130652e+004	(5.89948814284024e+001dB,2.68998333091992e+000°)
1.39882522291661e+004	(5.89939950973689e+001dB,2.46045313002482e+000°)
1.40855482177521e+004	(5.89930867558130e+001dB,2.23114697049523e+000°)
1.41835209534570e+004	(5.89921563774014e+001dB,2.00205228134465e+000°)
1.42821751434293e+004	(5.89912039278640e+001dB,1.77315653959785e+000°)
1.43815155275582e+004	(5.89902293650951e+001dB,1.54444726927895e+000°)
1.44815468787016e+004	(5.89892326392508e+001dB,1.31591204040866e+000°)
1.45822740029152e+004	(5.89882136928423e+001dB,1.08753846801095e+000°)
1.46837017396832e+004	(5.89871724608251e+001dB,8.59314211129083e-001°)
1.47858349621515e+004	(5.89861088706849e+001dB,6.31226971851108e-001°)
1.48886785773611e+004	(5.89850228425186e+001dB,4.03264494344992e-001°)
1.49922375264844e+004	(5.89839142891130e+001dB,1.75414563903263e-001°)
1.50965167850621e+004	(5.89827831160190e+001dB,-5.23349940025204e-002°)
1.52015213632427e+004	(5.89816292216225e+001dB,-2.79996314657685e-001°)
1.53072563060230e+004	(5.89804524972118e+001dB,-5.07581495030468e-001°)
1.54137266934905e+004	(5.89792528270419e+001dB,-7.35102594688365e-001°)
1.55209376410677e+004	(5.89780300883951e+001dB,-9.62571636704436e-001°)
1.56288942997574e+004	(5.89767841516387e+001dB,-1.19000060855389e+000°)
1.57376018563905e+004	(5.89755148802793e+001dB,-1.41740146300062e+000°)
1.58470655338753e+004	(5.89742221310142e+001dB,-1.64478611897393e+000°)
1.59572905914483e+004	(5.89729057537795e+001dB,-1.87216646243517e+000°)
1.60682823249267e+004	(5.89715655917957e+001dB,-2.09955434723450e+000°)
1.61800460669632e+004	(5.89702014816095e+001dB,-2.32696159595770e+000°)
1.62925871873020e+004	(5.89688132531342e+001dB,-2.55440000076282e+000°)
1.64059110930368e+004	(5.89674007296857e+001dB,-2.78188132420711e+000°)
1.65200232288705e+004	(5.89659637280169e+001dB,-3.00941730006366e+000°)
1.66349290773770e+004	(5.89645020583487e+001dB,-3.23701963412829e+000°)
1.67506341592647e+004	(5.89630155243993e+001dB,-3.46470000501631e+000°)
1.68671440336412e+004	(5.89615039234097e+001dB,-3.69247006494933e+000°)
1.69844642982811e+004	(5.89599670461677e+001dB,-3.92034144053207e+000°)
1.71026005898944e+004	(5.89584046770291e+001dB,-4.14832573351925e+000°)
1.72215585843975e+004	(5.89568165939358e+001dB,-4.37643452157243e+000°)
1.73413439971859e+004	(5.89552025684331e+001dB,-4.60467935900697e+000°)
1.74619625834092e+004	(5.89535623656830e+001dB,-4.83307177752898e+000°)
1.75834201382466e+004	(5.89518957444760e+001dB,-5.06162328696238e+000°)
1.77057224971865e+004	(5.89502024572410e+001dB,-5.29034537596601e+000°)
1.78288755363061e+004	(5.89484822500521e+001dB,-5.51924951274082e+000°)
1.79528851725538e+004	(5.89467348626339e+001dB,-5.74834714572718e+000°)
1.80777573640341e+004	(5.89449600283646e+001dB,-5.97764970429233e+000°)
1.82034981102928e+004	(5.89431574742768e+001dB,-6.20716859940787e+000°)
1.83301134526064e+004	(5.89413269210563e+001dB,-6.43691522431750e+000°)
1.84576094742713e+004	(5.89394680830393e+001dB,-6.66690095519478e+000°)
1.85859923008970e+004	(5.89375806682068e+001dB,-6.89713715179120e+000°)
1.87152681006996e+004	(5.89356643781779e+001dB,-7.12763515807432e+000°)
1.88454430847990e+004	(5.89337189082008e+001dB,-7.35840630285613e+000°)
1.89765235075163e+004	(5.89317439471419e+001dB,-7.58946190041163e+000°)
1.91085156666754e+004	(5.89297391774731e+001dB,-7.82081325108753e+000°)
1.92414259039045e+004	(5.89277042752576e+001dB,-8.05247164190136e+000°)
1.93752606049418e+004	(5.89256389101336e+001dB,-8.28444834713054e+000°)
